"playoff","pt_seq","pop_mean","pop_sd","zscore","prob","prob_pct"
"y",14,3.05735294117647,2.82783113724848,12.9188346853867,0.9999454986367,"100%"
"y",14.1,3.05735294117647,2.82783113724848,13.0188346853867,0.999952884997279,"100%"
"y",14.2,3.05735294117647,2.82783113724848,13.1188346853867,0.999959318751592,"100%"
"y",14.3,3.05735294117647,2.82783113724848,13.2188346853867,0.999964915752788,"100%"
"y",14.4,3.05735294117647,2.82783113724848,13.3188346853867,0.999969778741781,"100%"
"y",14.5,3.05735294117647,2.82783113724848,13.4188346853867,0.999973998699825,"100%"
"y",14.6,3.05735294117647,2.82783113724848,13.5188346853867,0.99997765607859,"100%"
"y",14.7,3.05735294117647,2.82783113724848,13.6188346853867,0.999980821916714,"100%"
"y",14.8,3.05735294117647,2.82783113724848,13.7188346853867,0.999983558851377,"100%"
"y",14.9,3.05735294117647,2.82783113724848,13.8188346853867,0.999985922033075,"100%"
"y",15,3.05735294117647,2.82783113724848,13.9188346853867,0.999987959951327,"100%"
